16|Saturday, December 24, 2022 at 1:00 PM -0500|Seattle Seahawks|Kansas City Chiefs|GEHA Field at Arrowhead Stadium, Kansas City
16|Saturday, December 24, 2022 at 1:00 PM -0500|New York Giants|Minnesota Vikings|U.S. Bank Stadium, Minneapolis
16|Saturday, December 24, 2022 at 1:00 PM -0500|Cincinnati Bengals|New England Patriots|Gillette Stadium, Foxboro
16|Saturday, December 24, 2022 at 1:00 PM -0500|Detroit Lions|Carolina Panthers|Bank of America Stadium, Charlotte
16|Saturday, December 24, 2022 at 1:00 PM -0500|Atlanta Falcons|Baltimore Ravens|M&T Bank Stadium, Baltimore
16|Saturday, December 24, 2022 at 4:05 PM -0500|Washington Commanders|San Francisco 49ers|Levi's Stadium, Santa Clara
16|Saturday, December 24, 2022 at 4:25 PM -0500|Philadelphia Eagles|Dallas Cowboys|AT&T Stadium, Arlington
16|Saturday, December 24, 2022 at 8:15 PM -0500|Las Vegas Raiders|Pittsburgh Steelers|Acrisure Stadium, Pittsburgh
16|Sunday, December 25, 2022 at 1:00 PM -0500|Green Bay Packers|Miami Dolphins|Hard Rock Stadium, Miami Gardens
16|Sunday, December 25, 2022 at 4:30 PM -0500|Denver Broncos|Los Angeles Rams|SoFi Stadium, Inglewood
16|Sunday, December 25, 2022 at 8:20 PM -0500|Tampa Bay Buccaneers|Arizona Cardinals|State Farm Stadium, Glendale
16|Monday, December 26, 2022 at 8:15 PM -0500|Los Angeles Chargers|Indianapolis Colts|Lucas Oil Stadium, Indianapolis
17|Thursday, December 29, 2022 at 8:15 PM -0500|Dallas Cowboys|Tennessee Titans|Nissan Stadium, Nashville
17|Sunday, January 01, 2023 at 1:00 PM -0500|Arizona Cardinals|Atlanta Falcons|Mercedes-Benz Stadium, Atlanta
17|Sunday, January 01, 2023 at 1:00 PM -0500|Chicago Bears|Detroit Lions|Ford Field, Detroit
17|Sunday, January 01, 2023 at 1:00 PM -0500|Denver Broncos|Kansas City Chiefs|GEHA Field at Arrowhead Stadium, Kansas City
17|Sunday, January 01, 2023 at 1:00 PM -0500|Miami Dolphins|New England Patriots|Gillette Stadium, Foxboro
17|Sunday, January 01, 2023 at 1:00 PM -0500|Indianapolis Colts|New York Giants|MetLife Stadium, East Rutherford
17|Sunday, January 01, 2023 at 1:00 PM -0500|New Orleans Saints|Philadelphia Eagles|Lincoln Financial Field, Philadelphia
17|Sunday, January 01, 2023 at 1:00 PM -0500|Carolina Panthers|Tampa Bay Buccaneers|Raymond James Stadium, Tampa
17|Sunday, January 01, 2023 at 1:00 PM -0500|Cleveland Browns|Washington Commanders|FedExField, Landover
17|Sunday, January 01, 2023 at 1:00 PM -0500|Pittsburgh Steelers|Baltimore Ravens|M&T Bank Stadium, Baltimore
17|Sunday, January 01, 2023 at 1:00 PM -0500|Jacksonville Jaguars|Houston Texans|NRG Stadium, Houston
17|Sunday, January 01, 2023 at 4:05 PM -0500|San Francisco 49ers|Las Vegas Raiders|Allegiant Stadium, Las Vegas
17|Sunday, January 01, 2023 at 4:05 PM -0500|New York Jets|Seattle Seahawks|Lumen Field, Seattle
17|Sunday, January 01, 2023 at 4:25 PM -0500|Minnesota Vikings|Green Bay Packers|Lambeau Field, Green Bay
17|Sunday, January 01, 2023 at 8:20 PM -0500|Los Angeles Rams|Los Angeles Chargers|SoFi Stadium, Inglewood
17|Monday, January 02, 2023 at 8:30 PM -0500|Buffalo Bills|Cincinnati Bengals|Paycor Stadium, Cincinnati
18|Sunday, January 08, 2023|Tampa Bay Buccaneers|Atlanta Falcons|Mercedes-Benz Stadium, Atlanta
18|Sunday, January 08, 2023|New England Patriots|Buffalo Bills|Highmark Stadium, Orchard Park
18|Sunday, January 08, 2023|Minnesota Vikings|Chicago Bears|Soldier Field, Chicago
18|Sunday, January 08, 2023|Baltimore Ravens|Cincinnati Bengals|Paycor Stadium, Cincinnati
18|Sunday, January 08, 2023|Los Angeles Chargers|Denver Broncos|Empower Field at Mile High, Denver
18|Sunday, January 08, 2023|Detroit Lions|Green Bay Packers|Lambeau Field, Green Bay
18|Sunday, January 08, 2023|Houston Texans|Indianapolis Colts|Lucas Oil Stadium, Indianapolis
18|Sunday, January 08, 2023|Kansas City Chiefs|Las Vegas Raiders|Allegiant Stadium, Las Vegas
18|Sunday, January 08, 2023|New York Jets|Miami Dolphins|Hard Rock Stadium, Miami Gardens
18|Sunday, January 08, 2023|Carolina Panthers|New Orleans Saints|Caesars Superdome, New Orleans
18|Sunday, January 08, 2023|New York Giants|Philadelphia Eagles|Lincoln Financial Field, Philadelphia
18|Sunday, January 08, 2023|Cleveland Browns|Pittsburgh Steelers|Acrisure Stadium, Pittsburgh
18|Sunday, January 08, 2023|Arizona Cardinals|San Francisco 49ers|Levi's Stadium, Santa Clara
18|Sunday, January 08, 2023|Los Angeles Rams|Seattle Seahawks|Lumen Field, Seattle
18|Sunday, January 08, 2023|Dallas Cowboys|Washington Commanders|FedExField, Landover
18|Sunday, January 08, 2023|Tennessee Titans|Jacksonville Jaguars|TIAA Bank Field, Jacksonville
